Date	Segment	Country	Product	Discount Band	Units Sold	Manufacturing Price	Sale Price	Gross Sales	Discount Price	Net Sales	COGS	Profit	Discount Number	Discount %
43629	Small Business	United States of America	Velo	Low	655	120	125	81875	1637.5	80237.5	78600	1637.5	0.02	0.02
43630	Government	Mexico	VTT	Low	567	260	350	198450	3969	194481	147420	47061	0.02	0.02
43631	Channel Partners	Canada	Amarilla	Low	544	3	12	6528	130.56	6397.44	1632	4765.44	0.02	0.02
43632	Enterprise	Germany	Carretera	Low	444	120	125	55500	1110	54390	53280	1110	0.02	0.02
43633	Government	Mexico	Montana	Low	579	10	20	11580	231.6	11348.4	5790	5558.4	0.02	0.02
43634	Channel Partners	Canada	Montana	Low	1233	120	125	154125	3082.5	151042.5	147960	3082.5	0.02	0.02
43635	Midmarket	France	Paseo	Low	766	3	12	9192	183.84	9008.16	2298	6710.16	0.02	0.02
43636	Enterprise	Germany	Paseo	Low	655	120	125	81875	1637.5	80237.5	78600	1637.5	0.02	0.02
43637	Government	Mexico	Paseo	Low	755	120	125	94375	1887.5	92487.5	90600	1887.5	0.02	0.02
43638	Small Business	United States of America	Paseo	Low	543	3	12	6516	130.32	6385.68	1629	4756.68	0.02	0.02
43639	Channel Partners	Canada	Paseo	Low	456	250	300	136800	2736	134064	114000	20064	0.02	0.02
43640	Midmarket	United States of America	Paseo	Low	776	260	350	271600	5432	266168	201760	64408	0.02	0.02
43641	Enterprise	Germany	Paseo	Low	888	120	125	111000	2220	108780	106560	2220	0.02	0.02
43642	Government	Mexico	Paseo	Low	1123	10	15	16845	336.9	16508.1	11230	5278.1	0.02	0.02
43643	Government	United States of America	Paseo	Low	865	5	7	6055	121.1	5933.9	4325	1608.9	0.02	0.02
43644	Channel Partners	Canada	Paseo	Low	234	3	12	2808	56.16	2751.84	702	2049.84	0.02	0.02
43645	Midmarket	France	Paseo	Low	678	3	12	8136	162.72	7973.28	2034	5939.28	0.02	0.02
43646	Enterprise	Germany	Velo	Low	321	10	20	6420	128.4	6291.6	3210	3081.6	0.02	0.02
43647	Government	Mexico	Velo	Low	533	260	350	186550	3731	182819	138580	44239	0.02	0.02
43648	Small Business	United States of America	Velo	Low	345	260	350	120750	2415	118335	89700	28635	0.02	0.02
43649	Channel Partners	Canada	Velo	Low	554	120	125	69250	1385	67865	66480	1385	0.02	0.02
43650	Midmarket	France	Velo	Low	222	120	125	27750	555	27195	26640	555	0.02	0.02
43651	Enterprise	Germany	Velo	Low	886	3	12	10632	212.64	10419.36	2658	7761.36	0.02	0.02
43652	Government	Mexico	Velo	Low	345	10	20	6900	138	6762	3450	3312	0.02	0.02
43653	Small Business	United States of America	Velo	Low	635	3	12	7620	152.4	7467.6	1905	5562.6	0.02	0.02
43654	Channel Partners	Canada	VTT	Low	467	120	125	58375	1167.5	57207.5	56040	1167.5	0.02	0.02
43655	Midmarket	France	VTT	Low	899	250	300	269700	5394	264306	224750	39556	0.02	0.02
43656	Enterprise	Germany	VTT	Low	668	260	350	233800	4676	229124	173680	55444	0.02	0.02
43657	Government	Mexico	VTT	Low	456	120	125	57000	1140	55860	54720	1140	0.02	0.02
43658	Small Business	United States of America	VTT	Low	879	260	350	307650	6153	301497	228540	72957	0.02	0.02
43659	Channel Partners	Canada	VTT	Low	876	260	350	306600	6132	300468	227760	72708	0.02	0.02
43660	Midmarket	France	Amarilla	Low	988	250	300	296400	5928	290472	247000	43472	0.02	0.02
43661	Enterprise	Germany	Amarilla	Low	879	250	300	263700	5274	258426	219750	38676	0.02	0.02
43662	Government	Mexico	Amarilla	Low	657	120	125	82125	1642.5	80482.5	78840	1642.5	0.02	0.02
43663	Small Business	United States of America	Amarilla	Low	977	260	350	341950	6839	335111	254020	81091	0.02	0.02
43664	Channel Partners	Canada	Amarilla	Low	778	10	20	15560	311.2	15248.8	7780	7468.8	0.02	0.02
43665	Midmarket	United States of America	Amarilla	Low	189	10	20	3780	75.6	3704.4	1890	1814.4	0.02	0.02
43666	Enterprise	Germany	Amarilla	Low	766	250	300	229800	4596	225204	191500	33704	0.02	0.02
43667	Government	Mexico	Carretera	Low	987	120	125	123375	2467.5	120907.5	118440	2467.5	0.02	0.02
43668	Small Business	United States of America	Carretera	Low	346	10	20	6920	138.4	6781.6	3460	3321.6	0.02	0.02
43669	Channel Partners	Canada	Carretera	Low	896	250	300	268800	5376	263424	224000	39424	0.02	0.02
43670	Government	Mexico	Montana	Low	983	5	7	6881	137.62	6743.38	4915	1828.38	0.02	0.02
43671	Channel Partners	Canada	Montana	Low	2234	5	7	15638	312.76	15325.24	11170	4155.24	0.02	0.02
43672	Government	France	Montana	Low	443	260	350	155050	3101	151949	115180	36769	0.02	0.02
43673	Enterprise	Germany	Montana	Low	935	120	125	116875	2337.5	114537.5	112200	2337.5	0.02	0.02
43674	Government	Mexico	Montana	Low	389	120	125	48625	972.5	47652.5	46680	972.5	0.02	0.02
43675	Small Business	United States of America	Paseo	Low	223	250	300	66900	1338	65562	55750	9812	0.02	0.02
43676	Channel Partners	Canada	Paseo	Low	412	120	125	51500	1030	50470	49440	1030	0.02	0.02
43677	Midmarket	France	Paseo	Low	1123	3	12	13476	269.52	13206.48	3369	9837.48	0.02	0.02
43678	Enterprise	Germany	Paseo	Low	1122	250	300	336600	6732	329868	280500	49368	0.02	0.02
43679	Government	Mexico	Paseo	Low	1778	120	125	222250	4445	217805	213360	4445	0.02	0.02
43680	Small Business	United States of America	Paseo	Low	1344	3	12	16128	322.56	15805.44	4032	11773.44	0.02	0.02
43681	Channel Partners	Canada	Paseo	Low	1866	120	125	233250	4665	228585	223920	4665	0.02	0.02
43682	Midmarket	France	Paseo	Low	1123	10	15	16845	336.9	16508.1	11230	5278.1	0.02	0.02
43683	Enterprise	Germany	Paseo	Low	1785	120	125	223125	4462.5	218662.5	214200	4462.5	0.02	0.02
43684	Government	Mexico	Paseo	Low	1234	120	125	154250	3085	151165	148080	3085	0.02	0.02
43685	Small Business	United States of America	Velo	Low	1223	120	125	152875	3057.5	149817.5	146760	3057.5	0.02	0.02
43686	Channel Partners	Canada	VTT	Low	1124	250	300	337200	6744	330456	281000	49456	0.02	0.02
43687	Midmarket	France	VTT	Low	1135	3	12	13620	272.4	13347.6	3405	9942.6	0.02	0.02
43688	Government	Mexico	VTT	Low	643	250	300	192900	3858	189042	160750	28292	0.02	0.02
43689	Small Business	United States of America	VTT	Low	333	260	350	116550	2331	114219	86580	27639	0.02	0.02
43690	Channel Partners	Canada	VTT	Low	355	10	15	5325	159.75	5165.25	3550	1615.25	0.03	0.03
43691	Midmarket	United States of America	Carretera	Low	1245	10	20	24900	747	24153	12450	11703	0.03	0.03
43692	Enterprise	Germany	Paseo	Low	764	5	7	5348	160.44	5187.56	3820	1367.56	0.03	0.03
43693	Government	Mexico	Velo	Low	997	10	20	19940	598.2	19341.8	9970	9371.8	0.03	0.03
43694	Small Business	United States of America	VTT	Low	973	3	12	11676	350.28	11325.72	2919	8406.72	0.03	0.03
43695	Channel Partners	Canada	Montana	Low	923	10	15	13845	415.35	13429.65	9230	4199.65	0.03	0.03
43696	Midmarket	France	Paseo	Low	876	10	15	13140	394.2	12745.8	8760	3985.8	0.03	0.03
43697	Enterprise	Germany	Paseo	Low	553	10	15	8295	248.85	8046.15	5530	2516.15	0.03	0.03
43698	Government	Mexico	Velo	Low	933	10	20	18660	559.8	18100.2	9330	8770.2	0.03	0.03
43699	Small Business	United States of America	Carretera	Low	1245	5	7	8715	261.45	8453.55	6225	2228.55	0.03	0.03
43700	Channel Partners	Canada	Carretera	Low	3721	250	300	1116300	33489	1082811	930250	152561	0.03	0.03
43701	Midmarket	France	Carretera	Low	3693	260	350	1292550	38776.5	1253773.5	960180	293593.5	0.03	0.03
43702	Enterprise	Germany	Montana	Low	118	10	15	1770	53.1	1716.9	1180	536.9	0.03	0.03
43703	Government	Germany	Montana	Medium	1159	5	7	8113	405.65	7707.35	5795	1912.35	0.05	0.05
43704	Government	Germany	Paseo	Medium	1372	5	7	9604	480.2	9123.8	6860	2263.8	0.05	0.05
43705	Government	Canada	Paseo	Medium	2349	5	7	16443	822.15	15620.85	11745	3875.85	0.05	0.05
43706	Government	Mexico	Paseo	Medium	2689	5	7	18823	941.15	17881.85	13445	4436.85	0.05	0.05
43707	Channel Partners	Canada	Paseo	Medium	2431	3	12	29172	1458.6	27713.4	7293	20420.4	0.05	0.05
43708	Channel Partners	Canada	Velo	Medium	2431	3	12	29172	1458.6	27713.4	7293	20420.4	0.05	0.05
43709	Government	Mexico	VTT	Medium	2689	5	7	18823	941.15	17881.85	13445	4436.85	0.05	0.05
43710	Government	Mexico	Amarilla	Medium	1683	5	7	11781	589.05	11191.95	8415	2776.95	0.05	0.05
43711	Channel Partners	Mexico	Amarilla	Medium	1123	3	12	13476	673.8	12802.2	3369	9433.2	0.05	0.05
43712	Government	Germany	Amarilla	Medium	1159	5	7	8113	405.65	7707.35	5795	1912.35	0.05	0.05
43713	Channel Partners	France	Carretera	Medium	1865	3	12	22380	1119	21261	5595	15666	0.05	0.05
43714	Channel Partners	Germany	Carretera	Medium	1116	3	12	13392	669.6	12722.4	3348	9374.4	0.05	0.05
43715	Government	France	Carretera	Medium	1563	10	20	31260	1563	29697	15630	14067	0.05	0.05
43716	Small Business	United States of America	Carretera	Medium	991	250	300	297300	14865	282435	247750	34685	0.05	0.05
43717	Government	Germany	Carretera	Medium	1016	5	7	7112	355.6	6756.4	5080	1676.4	0.05	0.05
43718	Midmarket	Mexico	Carretera	Medium	2791	10	15	41865	2093.25	39771.75	27910	11861.75	0.05	0.05
43719	Government	United States of America	Carretera	Medium	570	5	7	3990	199.5	3790.5	2850	940.5	0.05	0.05
43720	Government	France	Carretera	Medium	2487	5	7	17409	870.45	16538.55	12435	4103.55	0.05	0.05
43721	Government	France	Montana	Medium	1384.5	260	350	484575	24228.75	460346.25	359970	100376.25	0.05	0.05
43722	Enterprise	United States of America	Montana	Medium	3627	120	125	453375	22668.75	430706.25	435240	-4533.75	0.05	0.05
43723	Government	Mexico	Montana	Medium	720	260	350	252000	12600	239400	187200	52200	0.05	0.05
43724	Channel Partners	Germany	Montana	Medium	2342	3	12	28104	1405.2	26698.8	7026	19672.8	0.05	0.05
43725	Small Business	Mexico	Montana	Medium	1100	250	300	330000	16500	313500	275000	38500	0.05	0.05
43726	Government	France	Paseo	Medium	1303	10	20	26060	1303	24757	13030	11727	0.05	0.05
43727	Enterprise	United States of America	Paseo	Medium	2992	120	125	374000	18700	355300	359040	-3740	0.05	0.05
43728	Enterprise	France	Paseo	Medium	2385	120	125	298125	14906.25	283218.75	286200	-2981.25	0.05	0.05
43729	Small Business	Mexico	Paseo	Medium	1607	250	300	482100	24105	457995	401750	56245	0.05	0.05
43730	Government	United States of America	Paseo	Medium	2327	5	7	16289	814.45	15474.55	11635	3839.55	0.05	0.05
43731	Small Business	United States of America	Paseo	Medium	991	250	300	297300	14865	282435	247750	34685	0.05	0.05
43732	Government	United States of America	Paseo	Medium	602	260	350	210700	10535	200165	156520	43645	0.05	0.05
43733	Midmarket	France	Paseo	Medium	2620	10	15	39300	1965	37335	26200	11135	0.05	0.05
43734	Government	Canada	Paseo	Medium	1228	260	350	429800	21490	408310	319280	89030	0.05	0.05
43735	Government	Canada	Paseo	Medium	1389	10	20	27780	1389	26391	13890	12501	0.05	0.05
43736	Enterprise	United States of America	Paseo	Medium	861	120	125	107625	5381.25	102243.75	103320	-1076.25	0.05	0.05
43737	Enterprise	France	Paseo	Medium	704	120	125	88000	4400	83600	84480	-880	0.05	0.05
43738	Government	Canada	Paseo	Medium	1802	10	20	36040	1802	34238	18020	16218	0.05	0.05
43739	Government	United States of America	Paseo	Medium	2663	10	20	53260	2663	50597	26630	23967	0.05	0.05
43740	Government	France	Paseo	Medium	2136	5	7	14952	747.6	14204.4	10680	3524.4	0.05	0.05
43741	Midmarket	Germany	Paseo	Medium	2116	10	15	31740	1587	30153	21160	8993	0.05	0.05
43742	Midmarket	United States of America	Velo	Medium	555	10	15	8325	416.25	7908.75	5550	2358.75	0.05	0.05
43743	Midmarket	Mexico	Velo	Medium	2861	10	15	42915	2145.75	40769.25	28610	12159.25	0.05	0.05
43744	Enterprise	Germany	Velo	Medium	807	120	125	100875	5043.75	95831.25	96840	-1008.75	0.05	0.05
43745	Government	United States of America	Velo	Medium	602	260	350	210700	10535	200165	156520	43645	0.05	0.05
43746	Government	United States of America	Velo	Medium	2832	10	20	56640	2832	53808	28320	25488	0.05	0.05
43747	Government	France	Velo	Medium	1579	10	20	31580	1579	30001	15790	14211	0.05	0.05
43748	Enterprise	United States of America	Velo	Medium	861	120	125	107625	5381.25	102243.75	103320	-1076.25	0.05	0.05
43749	Enterprise	France	Velo	Medium	704	120	125	88000	4400	83600	84480	-880	0.05	0.05
43750	Government	France	Velo	Medium	1033	10	20	20660	1033	19627	10330	9297	0.05	0.05
43751	Small Business	Germany	Velo	Medium	1250	250	300	375000	18750	356250	312500	43750	0.05	0.05
43752	Government	Canada	VTT	Medium	1389	10	20	27780	1389	26391	13890	12501	0.05	0.05
43753	Government	United States of America	VTT	Medium	1265	10	20	25300	1265	24035	12650	11385	0.05	0.05
43754	Government	Germany	VTT	Medium	2297	10	20	45940	2297	43643	22970	20673	0.05	0.05
43755	Government	United States of America	VTT	Medium	2663	10	20	53260	2663	50597	26630	23967	0.05	0.05
43756	Government	United States of America	VTT	Medium	570	5	7	3990	199.5	3790.5	2850	940.5	0.05	0.05
43757	Government	France	VTT	Medium	2487	5	7	17409	870.45	16538.55	12435	4103.55	0.05	0.05
43758	Government	Germany	Amarilla	Medium	1350	260	350	472500	23625	448875	351000	97875	0.05	0.05
43759	Government	Canada	Amarilla	Medium	552	260	350	193200	9660	183540	143520	40020	0.05	0.05
43760	Government	Canada	Amarilla	Medium	1228	260	350	429800	21490	408310	319280	89030	0.05	0.05
43761	Small Business	Germany	Amarilla	Medium	1250	250	300	375000	18750	356250	312500	43750	0.05	0.05
43762	Midmarket	France	Paseo	Medium	3801	10	15	57015	3420.9	53594.1	38010	15584.1	0.06	0.06
43763	Government	United States of America	Carretera	Medium	1117.5	10	20	22350	1341	21009	11175	9834	0.06	0.06
43764	Midmarket	Canada	Carretera	Medium	2844	10	15	42660	2559.6	40100.4	28440	11660.4	0.06	0.06
43765	Channel Partners	Mexico	Carretera	Medium	562	3	12	6744	404.64	6339.36	1686	4653.36	0.06	0.06
43766	Channel Partners	Canada	Carretera	Medium	2299	3	12	27588	1655.28	25932.72	6897	19035.72	0.06	0.06
43767	Midmarket	United States of America	Carretera	Medium	2030	10	15	30450	1827	28623	20300	8323	0.06	0.06
43768	Government	United States of America	Carretera	Medium	263	5	7	1841	110.46	1730.54	1315	415.54	0.06	0.06
43769	Enterprise	Germany	Carretera	Medium	887	120	125	110875	6652.5	104222.5	106440	-2217.5	0.06	0.06
43770	Government	Mexico	Montana	Medium	980	260	350	343000	20580	322420	254800	67620	0.06	0.06
43771	Government	Germany	Montana	Medium	1460	260	350	511000	30660	480340	379600	100740	0.06	0.06
43772	Government	France	Montana	Medium	1403	5	7	9821	589.26	9231.74	7015	2216.74	0.06	0.06
43773	Channel Partners	United States of America	Montana	Medium	2723	3	12	32676	1960.56	30715.44	8169	22546.44	0.06	0.06
43774	Government	France	Paseo	Medium	1496	260	350	523600	31416	492184	388960	103224	0.06	0.06
43775	Channel Partners	Canada	Paseo	Medium	2299	3	12	27588	1655.28	25932.72	6897	19035.72	0.06	0.06
43776	Government	United States of America	Paseo	Medium	727	260	350	254450	15267	239183	189020	50163	0.06	0.06
43777	Enterprise	Canada	Velo	Medium	952	120	125	119000	7140	111860	114240	-2380	0.06	0.06
43778	Enterprise	United States of America	Velo	Medium	2755	120	125	344375	20662.5	323712.5	330600	-6887.5	0.06	0.06
43779	Midmarket	Germany	Velo	Medium	1530	10	15	22950	1377	21573	15300	6273	0.06	0.06
43780	Government	France	Velo	Medium	1496	260	350	523600	31416	492184	388960	103224	0.06	0.06
43781	Government	Mexico	Velo	Medium	1498	5	7	10486	629.16	9856.84	7490	2366.84	0.06	0.06
43782	Small Business	France	Velo	Medium	1221	250	300	366300	21978	344322	305250	39072	0.06	0.06
43783	Government	France	Velo	Medium	2076	260	350	726600	43596	683004	539760	143244	0.06	0.06
43784	Midmarket	Canada	VTT	Medium	2844	10	15	42660	2559.6	40100.4	28440	11660.4	0.06	0.06
43785	Government	Mexico	VTT	Medium	1498	5	7	10486	629.16	9856.84	7490	2366.84	0.06	0.06
43786	Small Business	France	VTT	Medium	1221	250	300	366300	21978	344322	305250	39072	0.06	0.06
43787	Government	Mexico	VTT	Medium	1123	10	20	22460	1347.6	21112.4	11230	9882.4	0.06	0.06
43788	Small Business	Canada	VTT	Medium	2436	250	300	730800	43848	686952	609000	77952	0.06	0.06
43789	Enterprise	France	Amarilla	Medium	1987.5	120	125	248437.5	14906.25	233531.25	238500	-4968.75	0.06	0.06
43790	Government	Mexico	Amarilla	Medium	1679	260	350	587650	35259	552391	436540	115851	0.06	0.06
43791	Government	United States of America	Amarilla	Medium	727	260	350	254450	15267	239183	189020	50163	0.06	0.06
43792	Government	France	Amarilla	Medium	1403	5	7	9821	589.26	9231.74	7015	2216.74	0.06	0.06
43793	Government	France	Amarilla	Medium	2076	260	350	726600	43596	683004	539760	143244	0.06	0.06
43794	Government	France	Montana	Medium	1757	10	20	35140	2108.4	33031.6	17570	15461.6	0.06	0.06
43795	Midmarket	United States of America	Paseo	Medium	2198	10	15	32970	1978.2	30991.8	21980	9011.8	0.06	0.06
43796	Midmarket	Germany	Paseo	Medium	1743	10	15	26145	1568.7	24576.3	17430	7146.3	0.06	0.06
43797	Midmarket	United States of America	Paseo	Medium	1153	10	15	17295	1037.7	16257.3	11530	4727.3	0.06	0.06
43798	Government	France	Paseo	Medium	1757	10	20	35140	2108.4	33031.6	17570	15461.6	0.06	0.06
43799	Government	Germany	Velo	Medium	1001	10	20	20020	1201.2	18818.8	10010	8808.8	0.06	0.06
43800	Government	Mexico	Velo	Medium	1333	5	7	9331	559.86	8771.14	6665	2106.14	0.06	0.06
43801	Midmarket	United States of America	VTT	Medium	1153	10	15	17295	1037.7	16257.3	11530	4727.3	0.06	0.06
43802	Channel Partners	Mexico	Carretera	Medium	727	3	12	8724	610.68	8113.32	2181	5932.32	0.07	0.07
43803	Channel Partners	Canada	Carretera	Medium	1884	3	12	22608	1582.56	21025.44	5652	15373.44	0.07	0.07
43804	Government	Mexico	Carretera	Medium	1834	10	20	36680	2567.6	34112.4	18340	15772.4	0.07	0.07
43805	Channel Partners	Mexico	Montana	Medium	2340	3	12	28080	1965.6	26114.4	7020	19094.4	0.07	0.07
43806	Channel Partners	France	Montana	Medium	2342	3	12	28104	1967.28	26136.72	7026	19110.72	0.07	0.07
43807	Government	France	Paseo	Medium	1031	5	7	7217	505.19	6711.81	5155	1556.81	0.07	0.07
43808	Midmarket	Canada	Velo	Medium	1262	10	15	18930	1325.1	17604.9	12620	4984.9	0.07	0.07
43809	Government	Canada	Velo	Medium	1135	5	7	7945	556.15	7388.85	5675	1713.85	0.07	0.07
43810	Government	United States of America	Velo	Medium	547	5	7	3829	268.03	3560.97	2735	825.97	0.07	0.07
43811	Government	Canada	Velo	Medium	1582	5	7	11074	775.18	10298.82	7910	2388.82	0.07	0.07
43812	Channel Partners	France	VTT	Medium	1738.5	3	12	20862	1460.34	19401.66	5215.5	14186.16	0.07	0.07
43813	Channel Partners	Germany	VTT	Medium	2215	3	12	26580	1860.6	24719.4	6645	18074.4	0.07	0.07
43814	Government	Canada	VTT	Medium	1582	5	7	11074	775.18	10298.82	7910	2388.82	0.07	0.07
43815	Government	Canada	Amarilla	Medium	1135	5	7	7945	556.15	7388.85	5675	1713.85	0.07	0.07
43816	Government	United States of America	Carretera	Medium	1761	260	350	616350	43144.5	573205.5	457860	115345.5	0.07	0.07
43817	Small Business	France	Carretera	Medium	448	250	300	134400	9408	124992	112000	12992	0.07	0.07
43818	Small Business	France	Carretera	Medium	2181	250	300	654300	45801	608499	545250	63249	0.07	0.07
43819	Government	France	Montana	Medium	1976	10	20	39520	2766.4	36753.6	19760	16993.6	0.07	0.07
43820	Small Business	France	Montana	Medium	2181	250	300	654300	45801	608499	545250	63249	0.07	0.07
43821	Enterprise	Germany	Montana	Medium	2500	120	125	312500	21875	290625	300000	-9375	0.07	0.07
43822	Small Business	Canada	Paseo	Medium	1702	250	300	510600	35742	474858	425500	49358	0.07	0.07
43823	Small Business	France	Paseo	Medium	448	250	300	134400	9408	124992	112000	12992	0.07	0.07
43824	Enterprise	Germany	Paseo	Medium	3513	120	125	439125	30738.75	408386.25	421560	-13173.75	0.07	0.07
43825	Midmarket	France	Paseo	Medium	2101	10	15	31515	2206.05	29308.95	21010	8298.95	0.07	0.07
43826	Midmarket	United States of America	Paseo	Medium	2931	10	15	43965	3077.55	40887.45	29310	11577.45	0.07	0.07
43827	Government	France	Paseo	Medium	1535	10	20	30700	2149	28551	15350	13201	0.07	0.07
43828	Small Business	Germany	Paseo	Medium	1123	250	300	336900	23583	313317	280750	32567	0.07	0.07
43829	Small Business	Canada	Paseo	Medium	1404	250	300	421200	29484	391716	351000	40716	0.07	0.07
43830	Channel Partners	Mexico	Paseo	Medium	2763	3	12	33156	2320.92	30835.08	8289	22546.08	0.07	0.07
43831	Government	Germany	Paseo	Medium	2125	5	7	14875	1041.25	13833.75	10625	3208.75	0.07	0.07
43832	Small Business	France	Velo	Medium	1659	250	300	497700	34839	462861	414750	48111	0.07	0.07
43833	Government	Mexico	Velo	Medium	609	10	20	12180	852.6	11327.4	6090	5237.4	0.07	0.07
43834	Enterprise	Germany	Velo	Medium	2087	120	125	260875	18261.25	242613.75	250440	-7826.25	0.07	0.07
43835	Government	France	Velo	Medium	1976	10	20	39520	2766.4	36753.6	19760	16993.6	0.07	0.07
43836	Government	United States of America	Velo	Medium	1421	10	20	28420	1989.4	26430.6	14210	12220.6	0.07	0.07
43837	Small Business	United States of America	Velo	Medium	1372	250	300	411600	28812	382788	343000	39788	0.07	0.07
43838	Government	Germany	Velo	Medium	588	10	20	11760	823.2	10936.8	5880	5056.8	0.07	0.07
43839	Channel Partners	Canada	VTT	Medium	3244.5	3	12	38934	2725.38	36208.62	9733.5	26475.12	0.07	0.07
43840	Small Business	France	VTT	Medium	959	250	300	287700	20139	267561	239750	27811	0.07	0.07
43841	Small Business	Mexico	VTT	Medium	2747	250	300	824100	57687	766413	686750	79663	0.07	0.07
43842	Enterprise	Canada	Amarilla	Medium	1645	120	125	205625	14393.75	191231.25	197400	-6168.75	0.07	0.07
43843	Government	France	Amarilla	Medium	2876	260	350	1006600	70462	936138	747760	188378	0.07	0.07
43844	Enterprise	Germany	Amarilla	Medium	994	120	125	124250	8697.5	115552.5	119280	-3727.5	0.07	0.07
43845	Government	Canada	Amarilla	Medium	1118	10	20	22360	1565.2	20794.8	11180	9614.8	0.07	0.07
43846	Small Business	United States of America	Amarilla	Medium	1372	250	300	411600	28812	382788	343000	39788	0.07	0.07
43847	Government	Canada	Montana	Medium	488	5	7	3416	273.28	3142.72	2440	702.72	0.08	0.08
43848	Government	United States of America	Montana	Medium	1282	10	20	25640	2051.2	23588.8	12820	10768.8	0.08	0.08
43849	Government	Canada	Paseo	Medium	257	5	7	1799	143.92	1655.08	1285	370.08	0.08	0.08
43850	Government	United States of America	Amarilla	Medium	1282	10	20	25640	2051.2	23588.8	12820	10768.8	0.08	0.08
43851	Enterprise	Mexico	Carretera	Medium	1540	120	125	192500	15400	177100	184800	-7700	0.08	0.08
43852	Midmarket	France	Carretera	Medium	490	10	15	7350	588	6762	4900	1862	0.08	0.08
43853	Government	Mexico	Carretera	Medium	1362	260	350	476700	38136	438564	354120	84444	0.08	0.08
43854	Midmarket	France	Montana	Medium	2501	10	15	37515	3001.2	34513.8	25010	9503.8	0.08	0.08
43855	Government	Canada	Montana	Medium	708	10	20	14160	1132.8	13027.2	7080	5947.2	0.08	0.08
43856	Government	Germany	Montana	Medium	645	10	20	12900	1032	11868	6450	5418	0.08	0.08
43857	Small Business	France	Montana	Medium	1562	250	300	468600	37488	431112	390500	40612	0.08	0.08
43858	Small Business	Canada	Montana	Medium	1283	250	300	384900	30792	354108	320750	33358	0.08	0.08
43859	Midmarket	Germany	Montana	Medium	711	10	15	10665	853.2	9811.8	7110	2701.8	0.08	0.08
43860	Enterprise	Mexico	Paseo	Medium	1114	120	125	139250	11140	128110	133680	-5570	0.08	0.08
43861	Government	Germany	Paseo	Medium	1259	5	7	8813	705.04	8107.96	6295	1812.96	0.08	0.08
43862	Government	Germany	Paseo	Medium	1095	5	7	7665	613.2	7051.8	5475	1576.8	0.08	0.08
43863	Government	Germany	Paseo	Medium	1366	10	20	27320	2185.6	25134.4	13660	11474.4	0.08	0.08
43864	Small Business	Mexico	Paseo	Medium	2460	250	300	738000	59040	678960	615000	63960	0.08	0.08
43865	Government	United States of America	Paseo	Medium	678	5	7	4746	379.68	4366.32	3390	976.32	0.08	0.08
43866	Government	Germany	Paseo	Medium	1598	5	7	11186	894.88	10291.12	7990	2301.12	0.08	0.08
43867	Government	Germany	Paseo	Medium	2409	5	7	16863	1349.04	15513.96	12045	3468.96	0.08	0.08
43868	Government	Germany	Paseo	Medium	1934	10	20	38680	3094.4	35585.6	19340	16245.6	0.08	0.08
43869	Government	Mexico	Paseo	Medium	2993	10	20	59860	4788.8	55071.2	29930	25141.2	0.08	0.08
43870	Government	Germany	Paseo	Medium	2146	260	350	751100	60088	691012	557960	133052	0.08	0.08
43871	Government	Mexico	Paseo	Medium	1946	5	7	13622	1089.76	12532.24	9730	2802.24	0.08	0.08
43872	Government	Mexico	Paseo	Medium	1362	260	350	476700	38136	438564	354120	84444	0.08	0.08
43873	Channel Partners	Canada	Velo	Medium	598	3	12	7176	574.08	6601.92	1794	4807.92	0.08	0.08
43874	Government	United States of America	Velo	Medium	2907	5	7	20349	1627.92	18721.08	14535	4186.08	0.08	0.08
43875	Government	Germany	Velo	Medium	2338	5	7	16366	1309.28	15056.72	11690	3366.72	0.08	0.08
43876	Small Business	France	Velo	Medium	386	250	300	115800	9264	106536	96500	10036	0.08	0.08
43877	Small Business	Mexico	Velo	Medium	635	250	300	190500	15240	175260	158750	16510	0.08	0.08
43878	Government	France	VTT	Medium	574.5	260	350	201075	16086	184989	149370	35619	0.08	0.08
43879	Government	Germany	VTT	Medium	2338	5	7	16366	1309.28	15056.72	11690	3366.72	0.08	0.08
43880	Government	France	VTT	Medium	381	260	350	133350	10668	122682	99060	23622	0.08	0.08
43881	Government	Germany	VTT	Medium	422	260	350	147700	11816	135884	109720	26164	0.08	0.08
43882	Small Business	Canada	VTT	Medium	2134	250	300	640200	51216	588984	533500	55484	0.08	0.08
43883	Small Business	United States of America	VTT	Medium	808	250	300	242400	19392	223008	202000	21008	0.08	0.08
43884	Government	Canada	Amarilla	Medium	708	10	20	14160	1132.8	13027.2	7080	5947.2	0.08	0.08
43885	Government	United States of America	Amarilla	Medium	2907	5	7	20349	1627.92	18721.08	14535	4186.08	0.08	0.08
43886	Government	Germany	Amarilla	Medium	1366	10	20	27320	2185.6	25134.4	13660	11474.4	0.08	0.08
43887	Small Business	Mexico	Amarilla	Medium	2460	250	300	738000	59040	678960	615000	63960	0.08	0.08
43888	Government	Germany	Amarilla	Medium	1520	10	20	30400	2432	27968	15200	12768	0.08	0.08
43889	Midmarket	Germany	Amarilla	Medium	711	10	15	10665	853.2	9811.8	7110	2701.8	0.08	0.08
43890	Channel Partners	Mexico	Amarilla	Medium	1375	3	12	16500	1320	15180	4125	11055	0.08	0.08
43891	Small Business	Mexico	Amarilla	Medium	635	250	300	190500	15240	175260	158750	16510	0.08	0.08
